Period,Date,Hour,s -10,s -4,s -1,s 0,s 1,s 3,s 5,s 8,s 12,s 15,s 19,s 22,s 24,s 26,s 28,s 30,s 32,s 35,s 39,s 42,s 46,s 51,s 56,s 66,s 75,s 105,s 165,s 210
77,2019-08-18,10,18676.40102901643,19297.401314854764,19918.401600693098,20539.401886531432,21160.402172369766,21781.402458208097,22402.40274404643,23023.403029884765,23644.4033157231,24265.403601561433,24886.403887399767,25507.4041732381,26128.40445907643,26749.40474491477,27370.4050307531,27991.405316591434,29110.865220800002,32136.11894178,38297.48144982,41124.992338967146,42676.1878448,43593.015084279854,44509.842323759716,45426.66956323957,46343.496802719426,47260.32404219928,48177.151281679144,49093.978521159
77,2019-08-18,11,19124.498966040002,19754.360518204,20384.222070368003,21014.083622532,21643.945174696,22273.806726860003,22903.668279024,23533.529831188003,24163.391383352002,24793.252935516,25423.114487680003,26052.976039844,26682.837592008,27312.699144172002,27942.560696336,28572.4222485,29683.698884799996,32788.02927675428,38958.37875422,41787.48780212572,43313.71195272,44231.44263642686,45149.17332013371,46066.90400384057,46984.63468754743,47902.36537125429,48820.09605496115,49737.826738668
77,2019-08-18,12,19541.97809823086,20176.274842163086,20810.571586095317,21444.868330027544,22079.16507395977,22713.461817892003,23347.75856182423,23982.05530575646,24616.35204968869,25250.648793620916,25884.945537553147,26519.242281485374,27153.5390254176,27787.835769349833,28422.13251328206,29056.429257214288,30150.143972277143,33297.48970017857,39381.2188875,42275.985284760005,43796.44401642857,44715.58179085699,45634.719565285406,46553.857339713824,47472.99511414224,48392.13288857066,49311.27066299908,50230.4084374275
77,2019-08-18,13,19819.709774784,20455.501755174973,21091.293735565945,21727.085715956917,22362.87769634789,22998.669676738857,23634.46165712983,24270.2536375208,24906.045617911772,25541.837598302744,26177.629578693715,26813.421559084687,27449.213539475655,28085.00551986663,28720.7975002576,29356.58948064857,30436.861432594284,33600.22351209,39726.55559142285,42610.30175424,44128.72905056572,45048.33027709476,45967.9315036238,46887.53273015284,47807.13395668188,48726.73518321092,49646.33640973995,50565.937636268995
77,2019-08-18,14,19755.65109204514,20389.69082686194,21023.73056167874,21657.77029649554,22291.81003131234,22925.84976612914,23559.88950094594,24193.929235762742,24827.96897057954,25462.00870539634,26096.04844021314,26730.08817502994,27364.127909846742,27998.16764466354,28632.207379480344,29266.24711429714,30392.68894526,33591.80741190857,39656.581987062855,42535.92671862857,44063.28208846285,44989.910834567876,45916.5395806729,46843.16832677792,47769.79707288294,48696.42581898796,49623.054565092985,50549.68331119801
77,2019-08-18,15,19895.49725284286,20526.086025066477,21156.674797290096,21787.263569513714,22417.852341737336,23048.441113960955,23679.029886184573,24309.61865840819,24940.20743063181,25570.79620285543,26201.384975079047,26831.97374730267,27462.562519526284,28093.151291749906,28723.740063973524,29354.328836197143,30446.95431627143,33661.72307343857,39657.173636785716,42524.000546011426,44095.19337495,45019.582062155365,45943.97074936072,46868.35943656608,47792.74812377144,48717.1368109768,49641.52549818216,50565.91418538752
77,2019-08-18,16,19544.109665472002,20174.24699164149,20804.384317810975,21434.52164398046,22064.658970149947,22694.79629631943,23324.933622488916,23955.070948658402,24585.208274827888,25215.345600997374,25845.48292716686,26475.620253336347,27105.75757950583,27735.89490567532,28366.0322318448,28996.169558014288,30094.586966125713,33314.749982674286,39316.70460764571,42128.216367222856,43701.374352617146,44630.98054716591,45560.58674171467,46490.19293626344,47419.7991308122,48349.40532536097,49279.011519909734,50208.617714458494
77,2019-08-18,17,18836.310223818,19466.931075431658,20097.551927045315,20728.172778658973,21358.79363027263,21989.414481886288,22620.035333499945,23250.6561851136,23881.27703672726,24511.897888340915,25142.518739954576,25773.13959156823,26403.760443181887,27034.381294795545,27665.002146409202,28295.62299802286,29442.804431828572,32634.174381007142,38560.18072823,41366.687085988575,42947.60603639999,43873.70322225214,44799.80040810428,45725.897593956426,46651.99477980857,47578.091965660715,48504.18915151286,49430.286337365
77,2019-08-18,18,19208.825964700718,19837.48395081267,20466.14193692462,21094.799923036575,21723.45790914853,22352.11589526048,22980.77388137243,23609.43186748438,24238.089853596335,24866.74783970829,25495.405825820242,26124.063811932192,26752.721798044146,27381.379784156095,28010.03777026805,28638.695756380002,29689.149231771426,32735.596680411436,38313.93993614428,41079.006507154285,42649.602615737145,43573.61931209241,44497.63600844768,45421.65270480294,46345.66940115821,47269.68609751347,48193.70279386874,49117.719490224
77,2019-08-18,19,19270.47125993143,19896.99121062343,20523.51116131543,21150.03111200743,21776.55106269943,22403.07101339143,23029.59096408343,23656.11091477543,24282.63086546743,24909.15081615943,25535.67076685143,26162.190717543428,26788.710668235428,27415.230618927428,28041.750569619428,28668.270520311427,29699.02988849143,32733.021596005714,38114.510963420005,40851.1290902,42414.109905625715,43331.89594547119,44249.68198531665,45167.468025162125,46085.2540650076,47003.04010485307,47920.826144698534,48838.61218454401
77,2019-08-18,20,19264.577216382,19892.9575264232,20521.3378364644,21149.7181465056,21778.0984565468,22406.478766588,23034.8590766292,23663.2393866704,24291.619696711597,24920.000006752798,25548.380316794,26176.7606268352,26805.1409368764,27433.521246917597,28061.9015569588,28690.281866999998,29698.709880137147,32765.049898020003,38107.26715364857,40818.89902314858,42347.86074395,43261.65649545557,44175.45224696114,45089.247998466715,46003.04374997228,46916.83950147786,47830.635252983426,48744.431004489
77,2019-08-18,21,19210.49196402857,19846.695171511426,20482.898378994283,21119.10158647714,21755.30479396,22391.508001442857,23027.711208925713,23663.91441640857,24300.117623891427,24936.320831374283,25572.52403885714,26208.72724634,26844.930453822853,27481.133661305714,28117.33686878857,28753.540076271427,29796.34465984,32838.32343378857,38232.75905576571,40915.11649446,42441.69185567143,43343.944168440794,44246.196481210165,45148.44879397953,46050.7011067489,46952.953419518264,47855.205732287635,48757.458045057
77,2019-08-18,22,19126.652405893714,19761.379887533658,20396.107369173602,21030.834850813542,21665.562332453486,22300.28981409343,22935.017295733374,23569.74477737332,24204.47225901326,24839.199740653203,25473.927222293147,26108.65470393309,26743.382185573035,27378.10966721298,28012.837148852923,28647.564630492863,29677.63198808571,32894.89261212,38164.08596536,40866.509633837144,42385.28373430001,43295.339215563006,44205.394696826006,45115.450178089006,46025.505659352,46935.561140615,47845.616621878,48755.672103141
77,2019-08-18,23,18599.240281628572,19213.08182399924,19826.923366369905,20440.764908740573,21054.606451111238,21668.447993481906,22282.28953585257,22896.13107822324,23509.972620593908,24123.814162964572,24737.65570533524,25351.497247705905,25965.338790076574,26579.180332447242,27193.02187481791,27806.863417188575,28896.589994165715,32149.885260342857,37969.87164188572,40741.29124945714,42359.11046159429,43529.00121726,44386.86149749401,45244.72177772801,46102.582057962005,46960.44233819601,47818.30261843001,48676.16289866401
77,2019-08-19,0,18420.11110185429,18974.680835997337,19529.250570140386,20083.820304283432,20638.39003842648,21192.959772569528,21747.529506712577,22302.099240855623,22856.66897499867,23411.23870914172,23965.808443284765,24520.37817742781,25074.94791157086,25629.517645713906,26184.087379856956,26738.657114,27655.385532014287,30716.757312685717,36804.246335214295,39565.5715315,41183.36882442857,42413.34941952857,43234.444555197144,44055.53969086571,44876.63482653428,45697.72996220286,46518.825097871435,47339.920233540004
77,2019-08-19,1,18576.06602753572,19128.775726195243,19681.485424854764,20234.195123514288,20786.904822173812,21339.614520833336,21892.324219492857,22445.03391815238,22997.743616811906,23550.45331547143,24103.16301413095,24655.872712790475,25208.58241145,25761.29211010952,26314.001808769044,26866.71150742857,27828.03861977143,30969.986639271432,37283.25152508571,40097.90478594286,41760.42747108571,42993.31142228571,43821.738374881425,44650.16532747714,45478.59228007286,46307.01923266857,47135.446185264285,47963.87313786
77,2019-08-19,2,18755.84017756285,19310.849926620565,19865.85967567828,20420.869424735996,20975.87917379371,21530.888922851424,22085.898671909137,22640.90842096685,23195.918170024568,23750.92791908228,24305.937668139995,24860.94741719771,25415.957166255423,25970.96691531314,26525.97666437085,27080.986413428567,28026.478563399996,31169.606851799992,37482.239537,40312.44574071429,41969.68260178572,43200.7919616,44034.1934744425,44867.594987284996,45700.9965001275,46534.39801297,47367.799525812494,48201.201038654996
77,2019-08-19,3,18776.517211285714,19331.33485228381,19886.152493281905,20440.97013428,20995.787775278095,21550.60541627619,22105.423057274285,22660.24069827238,23215.058339270476,23769.87598026857,24324.693621266666,24879.51126226476,25434.328903262856,25989.14654426095,26543.964185259047,27098.78182625714,28047.192084114286,31197.61172505714,37520.20589421429,40334.908690699995,41995.393865642865,43233.03122738573,44075.51415418644,44917.99708098715,45760.48000778786,46602.96293458858,47445.44586138929,48287.92878819
77,2019-08-19,4,18866.60872868572,19423.505547283814,19980.40236588191,20537.29918448,21094.196003078097,21651.092821676193,22207.98964027429,22764.886458872385,23321.78327747048,23878.680096068572,24435.576914666668,24992.473733264764,25549.37055186286,26106.267370460955,26663.164189059047,27220.061007657143,28175.37764957143,31319.572886971422,37545.4265804,40403.195789085716,42079.85136285715,43336.95391551429,44165.40453200858,44993.855148502866,45822.30576499715,46650.75638149144,47479.206997985726,48307.65761448001
77,2019-08-19,5,19072.83386278286,19635.59278438686,20198.35170599086,20761.11062759486,21323.86954919886,21886.628470802858,22449.387392406858,23012.146314010857,23574.905235614857,24137.664157218856,24700.423078822856,25263.182000426856,25825.940922030855,26388.699843634855,26951.458765238855,27514.217686842854,28442.645999742854,31483.283015571436,37206.40321645714,40005.17532985714,41642.99748085714,42872.71938329999,43693.757902009995,44514.79642072,45335.83493943,46156.87345814,46977.91197685,47798.950495560006
77,2019-08-19,6,18821.420299439997,19418.540441734473,20015.66058402895,20612.780726323428,21209.900868617904,21807.02101091238,22404.141153206856,23001.261295501332,23598.38143779581,24195.501580090287,24792.621722384763,25389.74186467924,25986.862006973715,26583.982149268195,27181.102291562667,27778.222433857147,28631.345381142855,31582.762042885715,37346.48085928571,40145.01820521428,41789.87458742857,42993.948712514284,43831.962927311906,44669.97714210952,45507.991356907136,46346.00557170476,47184.01978650238,48022.034001299995
77,2019-08-19,7,19229.86265225143,19857.828596722287,20485.794541193147,21113.760485664003,21741.72643013486,22369.69237460572,22997.658319076574,23625.624263547434,24253.59020801829,24881.556152489145,25509.522096960005,26137.48804143086,26765.453985901717,27393.419930372576,28021.385874843432,28649.351819314288,29594.908562657143,32480.1369257,38141.84639292858,40875.94571597143,42433.87793777144,43613.08204392857,44445.80904677714,45278.53604962571,46111.263052474285,46943.990055322865,47776.71705817144,48609.44406102001
77,2019-08-19,8,19517.11387773429,20154.673780072004,20792.23368240972,21429.793584747433,22067.353487085147,22704.91338942286,23342.473291760576,23980.033194098287,24617.593096436,25255.152998773716,25892.71290111143,26530.272803449145,27167.83270578686,27805.392608124574,28442.952510462288,29080.512412800002,30010.46490475714,32815.32568170001,38436.56853085714,41154.18485508571,42713.468473828565,43904.60062440001,44748.15051646001,45591.70040852001,46435.25030058001,47278.80019264,48122.3500847,48965.89997676
77,2019-08-19,9,18852.85342666286,19496.95288659962,20141.052346536384,20785.151806473146,21429.25126640991,22073.35072634667,22717.450186283433,23361.54964622019,24005.649106156954,24649.748566093716,25293.84802603048,25937.94748596724,26582.046945904003,27226.146405840766,27870.245865777528,28514.34532571429,29536.513669714284,32588.997238471427,38687.597818042865,41480.75056842857,43050.64644102857,44252.92291585715,45096.425987934286,45939.92906001143,46783.43213208857,47626.93520416571,48470.43827624286,49313.94134832
77,2019-08-19,10,19350.076018564287,19998.366512465716,20646.657006367146,21294.947500268572,21943.237994170002,22591.52848807143,23239.81898197286,23888.10947587429,24536.399969775717,25184.690463677147,25832.980957578577,26481.271451480006,27129.561945381436,27777.852439282862,28426.142933184296,29074.43342708572,30097.76517451429,33141.52872225714,39267.721016271425,42015.03847298572,43573.235456,44777.386496614294,45623.60873238358,46469.83096815286,47316.05320392215,48162.27543969144,49008.49767546072,49854.71991123001
77,2019-08-19,11,19806.673481742862,20458.241437460005,21109.809393177147,21761.37734889429,22412.945304611432,23064.513260328575,23716.081216045717,24367.64917176286,25019.217127480002,25670.785083197145,26322.353038914287,26973.92099463143,27625.488950348572,28277.056906065714,28928.624861782857,29580.1928175,30594.827643142857,33719.84457782856,39853.4033716,42612.653469371435,44143.454344000005,45354.70866314287,46201.88898913906,47049.069315135246,47896.249641131435,48743.42996712763,49590.61029312382,50437.79061912001
77,2019-08-19,12,20149.07927739429,20801.157796472766,21453.23631555124,22105.314834629717,22757.393353708194,23409.47187278667,24061.550391865145,24713.628910943622,25365.7074300221,26017.785949100573,26669.86446817905,27321.942987257527,27974.021506336,28626.100025414482,29278.178544492956,29930.257063571433,30926.42102837143,34095.234119928566,40081.453875,42905.72152474287,44433.445387142856,45658.018762800006,46510.6825706125,47363.346378425,48216.0101862375,49068.67399405,49921.33780186249,50774.00160967499
77,2019-08-19,13,20277.50442048,20927.609735282284,21577.71505008457,22227.820364886855,22877.925679689142,23528.030994491426,24178.136309293714,24828.241624095997,25478.346938898285,26128.45225370057,26778.557568502856,27428.66288330514,28078.768198107427,28728.87351290971,29378.978827711995,30029.084142514283,31018.05270034285,34192.947079800004,40176.61570575714,42993.514608,44517.64227857143,45730.159475500004,46589.728829625834,47449.29818375167,48308.86753787751,49168.43689200334,50028.00624612917,50887.575600255004
77,2019-08-19,14,20105.79195857143,20754.14776281143,21402.50356705143,22050.85937129143,22699.215175531426,23347.570979771426,23995.926784011426,24644.282588251426,25292.638392491426,25940.994196731426,26589.350000971426,27237.705805211423,27886.061609451426,28534.417413691423,29182.773217931423,29831.129022171423,30871.130771857148,34062.28603702857,39962.26325519999,42782.71805785714,44314.670798228566,45569.15652817142,46435.12558674202,47301.094645312616,48167.06370388321,49033.032762453804,49899.0018210244,50764.970879595
77,2019-08-19,15,20143.494698862858,20791.791016374857,21440.08733388686,22088.383651398857,22736.67996891086,23384.976286422858,24033.272603934856,24681.56892144686,25329.865238958857,25978.16155647086,26626.457873982858,27274.75419149486,27923.05050900686,28571.346826518857,29219.64314403086,29867.939461542857,30891.937519928568,34103.73427091428,39957.20654528572,42764.89223237142,44348.3201245,45630.41592199999,46500.68070597416,47370.94548994833,48241.2102739225,49111.47505789667,49981.73984187084,50852.00462584501
77,2019-08-19,16,19831.90293504,20477.813084942096,21123.723234844194,21769.63338474629,22415.543534648383,23061.45368455048,23707.363834452575,24353.273984354673,24999.184134256768,25645.094284158862,26291.00443406096,26936.914583963055,27582.82473386515,28228.734883767247,28874.64503366934,29520.555183571436,30549.909228171433,33774.110178285715,39681.369678728566,42434.76708617143,44040.26732971429,45334.03272142858,46210.721410975486,47087.410100522386,47964.098790069285,48840.78747961619,49717.4761691631,50594.16485871
77,2019-08-19,17,19084.992771548576,19731.26743878629,20377.542106024004,21023.81677326172,21670.091440499433,22316.366107737147,22962.64077497486,23608.915442212576,24255.19010945029,24901.464776688004,25547.73944392572,26194.014111163433,26840.288778401147,27486.56344563886,28132.838112876576,28779.11278011429,29843.70331028571,33024.954924785714,38898.57258401429,41655.95357062857,43289.55664799999,44561.305019771426,45433.66524005952,46306.02546034761,47178.38568063571,48050.74590092381,48923.1061212119,49795.466341499996
77,2019-08-19,18,19774.480768971433,20410.77748763334,21047.07420629524,21683.370924957148,22319.66764361905,22955.964362280956,23592.26108094286,24228.557799604765,24864.854518266668,25501.151236928574,26137.447955590476,26773.744674252383,27410.04139291429,28046.33811157619,28682.634830238094,29318.9315489,30255.848269714283,33240.3444736,38734.48935098571,41451.19363131428,43061.56342102857,44262.92171862857,45136.97764235714,46011.033566085716,46885.08948981429,47759.14541354286,48633.201337271435,49507.257261000006
77,2019-08-19,19,19695.304177714283,20327.77538244,20960.24658716571,21592.717791891428,22225.18899661714,22857.660201342856,23490.13140606857,24122.602610794285,24755.073815519998,25387.545020245714,26020.016224971427,26652.487429697143,27284.95863442286,27917.42983914857,28549.901043874284,29182.3722486,30115.048058057142,33091.34901400001,38493.837363800005,41196.18411999999,42785.97818151429,43977.855968828575,44851.59748021715,45725.33899160572,46599.08050299429,47472.822014382866,48346.56352577144,49220.30503716001
77,2019-08-19,20,19909.453843182855,20541.161512304,21172.86918142514,21804.576850546284,22436.284519667424,23067.99218878857,23699.699857909713,24331.407527030853,24963.115196151997,25594.822865273138,26226.530534394282,26858.238203515422,27489.945872636566,28121.65354175771,28753.36121087885,29385.068879999995,30311.595938742863,33346.60221797143,38748.84544964285,41444.40487187143,43031.74402959999,44183.200718700005,45048.99880821,45914.79689772001,46780.594987230004,47646.39307674,48512.191166250006,49377.98925576
77,2019-08-19,21,19847.6558766,20478.362722708574,21109.069568817144,21739.776414925716,22370.483261034286,23001.19010714286,23631.896953251427,24262.60379936,24893.31064546857,25524.017491577142,26154.72433768571,26785.431183794284,27416.138029902853,28046.844876011426,28677.55172212,29308.258568228568,30272.0740816,33288.43420994286,38737.0551308,41412.963501,42999.73044085714,44171.24024091429,45030.77738051857,45890.314520122854,46749.85165972714,47609.38879933143,48468.92593893571,49328.46307853999
77,2019-08-19,22,19584.23787483429,20211.15420469772,20838.070534561146,21464.986864424576,22091.903194288003,22718.819524151433,23345.735854014863,23972.65218387829,24599.56851374172,25226.484843605147,25853.401173468577,26480.317503332008,27107.233833195434,27734.150163058865,28361.06649292229,28987.98282278572,29939.24574642857,33107.315578400005,38435.19830002857,41161.485561,42737.8939572,44009.837099071425,44866.823562871185,45723.81002667095,46580.79649047071,47437.78295427047,48294.76941807024,49151.75588187
77,2019-08-19,23,18878.210087348572,19488.99567323581,20099.78125912305,20710.566845010286,21321.352430897525,21932.138016784764,22542.923602672003,23153.70918855924,23764.49477444648,24375.280360333716,24986.065946220955,25596.851532108194,26207.637117995433,26818.422703882672,27429.208289769907,28039.993875657146,29033.239174,32197.38865457143,37949.60343234858,40778.59396422857,42451.55508445715,43740.018041200005,44605.96751719334,45471.91699318667,46337.86646918001,47203.815945173345,48069.765421166674,48935.71489716001
77,2019-08-20,0,18420.11110185429,18974.680835997337,19529.250570140386,20083.820304283432,20638.39003842648,21192.959772569528,21747.529506712577,22302.099240855623,22856.66897499867,23411.23870914172,23965.808443284765,24520.37817742781,25074.94791157086,25629.517645713906,26184.087379856956,26738.657114,27655.385532014287,30716.757312685717,36804.246335214295,39565.5715315,41183.36882442857,42413.34941952857,43234.444555197144,44055.53969086571,44876.63482653428,45697.72996220286,46518.825097871435,47339.920233540004
77,2019-08-20,1,18576.06602753572,19128.775726195243,19681.485424854764,20234.195123514288,20786.904822173812,21339.614520833336,21892.324219492857,22445.03391815238,22997.743616811906,23550.45331547143,24103.16301413095,24655.872712790475,25208.58241145,25761.29211010952,26314.001808769044,26866.71150742857,27828.03861977143,30969.986639271432,37283.25152508571,40097.90478594286,41760.42747108571,42993.31142228571,43821.738374881425,44650.16532747714,45478.59228007286,46307.01923266857,47135.446185264285,47963.87313786
77,2019-08-20,2,18755.84017756285,19310.849926620565,19865.85967567828,20420.869424735996,20975.87917379371,21530.888922851424,22085.898671909137,22640.90842096685,23195.918170024568,23750.92791908228,24305.937668139995,24860.94741719771,25415.957166255423,25970.96691531314,26525.97666437085,27080.986413428567,28026.478563399996,31169.606851799992,37482.239537,40312.44574071429,41969.68260178572,43200.7919616,44034.1934744425,44867.594987284996,45700.9965001275,46534.39801297,47367.799525812494,48201.201038654996
77,2019-08-20,3,18776.517211285714,19331.33485228381,19886.152493281905,20440.97013428,20995.787775278095,21550.60541627619,22105.423057274285,22660.24069827238,23215.058339270476,23769.87598026857,24324.693621266666,24879.51126226476,25434.328903262856,25989.14654426095,26543.964185259047,27098.78182625714,28047.192084114286,31197.61172505714,37520.20589421429,40334.908690699995,41995.393865642865,43233.03122738573,44075.51415418644,44917.99708098715,45760.48000778786,46602.96293458858,47445.44586138929,48287.92878819
77,2019-08-20,4,18866.60872868572,19423.505547283814,19980.40236588191,20537.29918448,21094.196003078097,21651.092821676193,22207.98964027429,22764.886458872385,23321.78327747048,23878.680096068572,24435.576914666668,24992.473733264764,25549.37055186286,26106.267370460955,26663.164189059047,27220.061007657143,28175.37764957143,31319.572886971422,37545.4265804,40403.195789085716,42079.85136285715,43336.95391551429,44165.40453200858,44993.855148502866,45822.30576499715,46650.75638149144,47479.206997985726,48307.65761448001
77,2019-08-20,5,19072.83386278286,19635.59278438686,20198.35170599086,20761.11062759486,21323.86954919886,21886.628470802858,22449.387392406858,23012.146314010857,23574.905235614857,24137.664157218856,24700.423078822856,25263.182000426856,25825.940922030855,26388.699843634855,26951.458765238855,27514.217686842854,28442.645999742854,31483.283015571436,37206.40321645714,40005.17532985714,41642.99748085714,42872.71938329999,43693.757902009995,44514.79642072,45335.83493943,46156.87345814,46977.91197685,47798.950495560006
77,2019-08-20,6,18821.420299439997,19418.540441734473,20015.66058402895,20612.780726323428,21209.900868617904,21807.02101091238,22404.141153206856,23001.261295501332,23598.38143779581,24195.501580090287,24792.621722384763,25389.74186467924,25986.862006973715,26583.982149268195,27181.102291562667,27778.222433857147,28631.345381142855,31582.762042885715,37346.48085928571,40145.01820521428,41789.87458742857,42993.948712514284,43831.962927311906,44669.97714210952,45507.991356907136,46346.00557170476,47184.01978650238,48022.034001299995
77,2019-08-20,7,19229.86265225143,19857.828596722287,20485.794541193147,21113.760485664003,21741.72643013486,22369.69237460572,22997.658319076574,23625.624263547434,24253.59020801829,24881.556152489145,25509.522096960005,26137.48804143086,26765.453985901717,27393.419930372576,28021.385874843432,28649.351819314288,29594.908562657143,32480.1369257,38141.84639292858,40875.94571597143,42433.87793777144,43613.08204392857,44445.80904677714,45278.53604962571,46111.263052474285,46943.990055322865,47776.71705817144,48609.44406102001
77,2019-08-20,8,19517.11387773429,20154.673780072004,20792.23368240972,21429.793584747433,22067.353487085147,22704.91338942286,23342.473291760576,23980.033194098287,24617.593096436,25255.152998773716,25892.71290111143,26530.272803449145,27167.83270578686,27805.392608124574,28442.952510462288,29080.512412800002,30010.46490475714,32815.32568170001,38436.56853085714,41154.18485508571,42713.468473828565,43904.60062440001,44748.15051646001,45591.70040852001,46435.25030058001,47278.80019264,48122.3500847,48965.89997676
77,2019-08-20,9,18852.85342666286,19496.95288659962,20141.052346536384,20785.151806473146,21429.25126640991,22073.35072634667,22717.450186283433,23361.54964622019,24005.649106156954,24649.748566093716,25293.84802603048,25937.94748596724,26582.046945904003,27226.146405840766,27870.245865777528,28514.34532571429,29536.513669714284,32588.997238471427,38687.597818042865,41480.75056842857,43050.64644102857,44252.92291585715,45096.425987934286,45939.92906001143,46783.43213208857,47626.93520416571,48470.43827624286,49313.94134832
77,2019-08-20,10,19350.076018564287,19998.366512465716,20646.657006367146,21294.947500268572,21943.237994170002,22591.52848807143,23239.81898197286,23888.10947587429,24536.399969775717,25184.690463677147,25832.980957578577,26481.271451480006,27129.561945381436,27777.852439282862,28426.142933184296,29074.43342708572,30097.76517451429,33141.52872225714,39267.721016271425,42015.03847298572,43573.235456,44777.386496614294,45623.60873238358,46469.83096815286,47316.05320392215,48162.27543969144,49008.49767546072,49854.71991123001
77,2019-08-20,11,19806.673481742862,20458.241437460005,21109.809393177147,21761.37734889429,22412.945304611432,23064.513260328575,23716.081216045717,24367.64917176286,25019.217127480002,25670.785083197145,26322.353038914287,26973.92099463143,27625.488950348572,28277.056906065714,28928.624861782857,29580.1928175,30594.827643142857,33719.84457782856,39853.4033716,42612.653469371435,44143.454344000005,45354.70866314287,46201.88898913906,47049.069315135246,47896.249641131435,48743.42996712763,49590.61029312382,50437.79061912001
77,2019-08-20,12,20149.07927739429,20801.157796472766,21453.23631555124,22105.314834629717,22757.393353708194,23409.47187278667,24061.550391865145,24713.628910943622,25365.7074300221,26017.785949100573,26669.86446817905,27321.942987257527,27974.021506336,28626.100025414482,29278.178544492956,29930.257063571433,30926.42102837143,34095.234119928566,40081.453875,42905.72152474287,44433.445387142856,45658.018762800006,46510.6825706125,47363.346378425,48216.0101862375,49068.67399405,49921.33780186249,50774.00160967499
77,2019-08-20,13,20277.50442048,20927.609735282284,21577.71505008457,22227.820364886855,22877.925679689142,23528.030994491426,24178.136309293714,24828.241624095997,25478.346938898285,26128.45225370057,26778.557568502856,27428.66288330514,28078.768198107427,28728.87351290971,29378.978827711995,30029.084142514283,31018.05270034285,34192.947079800004,40176.61570575714,42993.514608,44517.64227857143,45730.159475500004,46589.728829625834,47449.29818375167,48308.86753787751,49168.43689200334,50028.00624612917,50887.575600255004
77,2019-08-20,14,20105.79195857143,20754.14776281143,21402.50356705143,22050.85937129143,22699.215175531426,23347.570979771426,23995.926784011426,24644.282588251426,25292.638392491426,25940.994196731426,26589.350000971426,27237.705805211423,27886.061609451426,28534.417413691423,29182.773217931423,29831.129022171423,30871.130771857148,34062.28603702857,39962.26325519999,42782.71805785714,44314.670798228566,45569.15652817142,46435.12558674202,47301.094645312616,48167.06370388321,49033.032762453804,49899.0018210244,50764.970879595
77,2019-08-20,15,20143.494698862858,20791.791016374857,21440.08733388686,22088.383651398857,22736.67996891086,23384.976286422858,24033.272603934856,24681.56892144686,25329.865238958857,25978.16155647086,26626.457873982858,27274.75419149486,27923.05050900686,28571.346826518857,29219.64314403086,29867.939461542857,30891.937519928568,34103.73427091428,39957.20654528572,42764.89223237142,44348.3201245,45630.41592199999,46500.68070597416,47370.94548994833,48241.2102739225,49111.47505789667,49981.73984187084,50852.00462584501
77,2019-08-20,16,19831.90293504,20477.813084942096,21123.723234844194,21769.63338474629,22415.543534648383,23061.45368455048,23707.363834452575,24353.273984354673,24999.184134256768,25645.094284158862,26291.00443406096,26936.914583963055,27582.82473386515,28228.734883767247,28874.64503366934,29520.555183571436,30549.909228171433,33774.110178285715,39681.369678728566,42434.76708617143,44040.26732971429,45334.03272142858,46210.721410975486,47087.410100522386,47964.098790069285,48840.78747961619,49717.4761691631,50594.16485871
77,2019-08-20,17,19084.992771548576,19731.26743878629,20377.542106024004,21023.81677326172,21670.091440499433,22316.366107737147,22962.64077497486,23608.915442212576,24255.19010945029,24901.464776688004,25547.73944392572,26194.014111163433,26840.288778401147,27486.56344563886,28132.838112876576,28779.11278011429,29843.70331028571,33024.954924785714,38898.57258401429,41655.95357062857,43289.55664799999,44561.305019771426,45433.66524005952,46306.02546034761,47178.38568063571,48050.74590092381,48923.1061212119,49795.466341499996
77,2019-08-20,18,19774.480768971433,20410.77748763334,21047.07420629524,21683.370924957148,22319.66764361905,22955.964362280956,23592.26108094286,24228.557799604765,24864.854518266668,25501.151236928574,26137.447955590476,26773.744674252383,27410.04139291429,28046.33811157619,28682.634830238094,29318.9315489,30255.848269714283,33240.3444736,38734.48935098571,41451.19363131428,43061.56342102857,44262.92171862857,45136.97764235714,46011.033566085716,46885.08948981429,47759.14541354286,48633.201337271435,49507.257261000006
77,2019-08-20,19,19695.304177714283,20327.77538244,20960.24658716571,21592.717791891428,22225.18899661714,22857.660201342856,23490.13140606857,24122.602610794285,24755.073815519998,25387.545020245714,26020.016224971427,26652.487429697143,27284.95863442286,27917.42983914857,28549.901043874284,29182.3722486,30115.048058057142,33091.34901400001,38493.837363800005,41196.18411999999,42785.97818151429,43977.855968828575,44851.59748021715,45725.33899160572,46599.08050299429,47472.822014382866,48346.56352577144,49220.30503716001
77,2019-08-20,20,19909.453843182855,20541.161512304,21172.86918142514,21804.576850546284,22436.284519667424,23067.99218878857,23699.699857909713,24331.407527030853,24963.115196151997,25594.822865273138,26226.530534394282,26858.238203515422,27489.945872636566,28121.65354175771,28753.36121087885,29385.068879999995,30311.595938742863,33346.60221797143,38748.84544964285,41444.40487187143,43031.74402959999,44183.200718700005,45048.99880821,45914.79689772001,46780.594987230004,47646.39307674,48512.191166250006,49377.98925576
